t,selected,mass,export,input_monomers,input_molecules
4.979149291075896855e+01,1.999999908028688737e-09,1.000000000000000178e+01,1.092929391038725568e-05,4.979149291075897281e+02,2.987489574645538255e+02
4.995746455379483564e+01,1.999999908028877748e-09,1.000000000000000178e+01,1.096647155668522986e-05,4.995746455379484132e+02,2.997447873227690138e+02
5.012343619683069562e+01,1.999999908029043598e-09,1.000000000000000178e+01,1.100364920298320573e-05,5.012343619683069846e+02,3.007406171809841453e+02
5.028940783986655561e+01,1.999999908029186286e-09,1.000000000000000178e+01,1.104082684928118499e-05,5.028940783986656129e+02,3.017364470391993336e+02
5.045537948290242269e+01,1.999999908029304987e-09,1.000000000000000178e+01,1.107800449557916594e-05,5.045537948290242980e+02,3.027322768974145220e+02
5.062135112593828268e+01,1.999999908029400940e-09,1.000000000000000178e+01,1.111518214187715028e-05,5.062135112593828694e+02,3.037281067556297103e+02
5.078732276897414977e+01,1.999999908029472904e-09,1.000000000000000178e+01,1.115235978817513801e-05,5.078732276897415545e+02,3.047239366138448986e+02
5.095329441201000975e+01,1.999999908029521708e-09,1.000000000000000178e+01,1.118953743447312743e-05,5.095329441201001828e+02,3.057197664720600301e+02
5.111926605504587684e+01,1.999999908029547351e-09,1.000000000000000178e+01,1.122671508077112025e-05,5.111926605504588110e+02,3.067155963302752752e+02
5.128523769808173682e+01,1.999999908029549419e-09,1.000000000000000178e+01,1.126389272706911475e-05,5.128523769808174393e+02,3.077114261884904067e+02
5.145120934111760391e+01,1.999999908029527912e-09,1.000000000000000178e+01,1.130107037336711265e-05,5.145120934111761244e+02,3.087072560467055951e+02
5.161718098415346390e+01,1.999999908029482831e-09,1.000000000000000178e+01,1.133824801966511223e-05,5.161718098415346958e+02,3.097030859049207834e+02
5.178315262718933099e+01,1.999999908029415002e-09,1.000000000000000178e+01,1.137542566596311521e-05,5.178315262718933809e+02,3.106989157631359717e+02
5.194912427022519097e+01,1.999999908029323185e-09,1.000000000000000178e+01,1.141260331226111988e-05,5.194912427022519523e+02,3.116947456213511600e+02
5.211509591326105806e+01,1.999999908029208207e-09,1.000000000000000178e+01,1.144978095855912963e-05,5.211509591326106374e+02,3.126905754795663483e+02
5.228106755629691804e+01,1.999999908029069654e-09,1.000000000000000178e+01,1.148695860485713938e-05,5.228106755629692088e+02,3.136864053377814798e+02
5.244703919933277803e+01,1.999999908028907940e-09,1.000000000000000178e+01,1.152413625115515253e-05,5.244703919933278939e+02,3.146822351959966682e+02
5.261301084236864511e+01,1.999999908028722652e-09,1.000000000000000178e+01,1.156131389745316905e-05,5.261301084236864654e+02,3.156780650542118565e+02
5.277898248540450510e+01,1.999999908028514202e-09,1.000000000000000178e+01,1.159849154375118728e-05,5.277898248540451505e+02,3.166738949124270448e+02
5.294495412844037219e+01,1.999999908028281764e-09,1.000000000000000178e+01,1.163566919004920889e-05,5.294495412844037219e+02,3.176697247706422331e+02
5.311092577147623217e+01,1.999999908028026579e-09,1.000000000000000178e+01,1.167284683634723050e-05,5.311092577147624070e+02,3.186655546288573646e+02
5.327689741451209926e+01,1.999999908027747819e-09,1.000000000000000178e+01,1.171002448264525889e-05,5.327689741451210921e+02,3.196613844870726098e+02
5.344286905754795924e+01,1.999999908027445485e-09,1.000000000000000178e+01,1.174720212894328727e-05,5.344286905754796635e+02,3.206572143452877413e+02
5.360884070058382633e+01,1.999999908027119576e-09,1.000000000000000178e+01,1.178437977524131905e-05,5.360884070058383486e+02,3.216530442035029296e+02
5.377481234361968632e+01,1.999999908026770505e-09,1.000000000000000178e+01,1.182155742153935252e-05,5.377481234361969200e+02,3.226488740617181179e+02
5.394078398665555341e+01,1.999999908026398274e-09,1.000000000000000178e+01,1.185873506783739107e-05,5.394078398665556051e+02,3.236447039199333062e+02
5.410675562969141339e+01,1.999999908026002055e-09,1.000000000000000178e+01,1.189591271413542962e-05,5.410675562969141765e+02,3.246405337781484945e+02
5.427272727272727337e+01,1.999999908025583088e-09,1.000000000000000178e+01,1.193309036043346987e-05,5.427272727272727479e+02,3.256363636363636260e+02
5.443869891576314046e+01,1.999999908025140132e-09,1.000000000000000178e+01,1.197026800673151689e-05,5.443869891576314330e+02,3.266321934945788144e+02
5.460467055879900045e+01,1.999999908024674016e-09,1.000000000000000178e+01,1.200744565302956221e-05,5.460467055879901181e+02,3.276280233527940027e+02
5.477064220183486754e+01,1.999999908024184739e-09,1.000000000000000178e+01,1.204462329932761432e-05,5.477064220183486896e+02,3.286238532110091910e+02
5.493661384487072752e+01,1.999999908023671473e-09,1.000000000000000178e+01,1.208180094562566473e-05,5.493661384487073747e+02,3.296196830692243793e+02
5.510258548790659461e+01,1.999999908023135460e-09,1.000000000000000178e+01,1.211897859192372192e-05,5.510258548790659461e+02,3.306155129274395676e+02
5.526855713094245459e+01,1.999999908022575459e-09,1.000000000000000178e+01,1.215615623822177910e-05,5.526855713094246312e+02,3.316113427856546991e+02
5.543452877397832168e+01,1.999999908021992297e-09,1.000000000000000178e+01,1.219333388451983968e-05,5.543452877397833163e+02,3.326071726438699443e+02
5.560050041701418166e+01,1.999999908021385973e-09,1.000000000000000178e+01,1.223051153081790194e-05,5.560050041701418877e+02,3.336030025020850758e+02
5.576647206005004875e+01,1.999999908020756075e-09,1.000000000000000178e+01,1.226768917711596929e-05,5.576647206005005728e+02,3.345988323603002641e+02
5.593244370308590874e+01,1.999999908020102602e-09,1.000000000000000178e+01,1.230486682341403665e-05,5.593244370308591442e+02,3.355946622185154524e+02
5.609841534612176872e+01,1.999999908019425969e-09,1.000000000000000178e+01,1.234204446971210738e-05,5.609841534612177156e+02,3.365904920767305839e+02
5.626438698915763581e+01,1.999999908018725760e-09,1.000000000000000178e+01,1.237922211601018151e-05,5.626438698915764007e+02,3.375863219349458291e+02
5.643035863219349579e+01,1.999999908018001977e-09,1.000000000000000178e+01,1.241639976230825564e-05,5.643035863219349721e+02,3.385821517931609606e+02
5.659633027522936288e+01,1.999999908017255033e-09,1.000000000000000178e+01,1.245357740860633654e-05,5.659633027522936572e+02,3.395779816513761489e+02
5.676230191826522287e+01,1.999999908016484514e-09,1.000000000000000178e+01,1.249075505490441744e-05,5.676230191826523424e+02,3.405738115095913372e+02
5.692827356130108996e+01,1.999999908015690835e-09,1.000000000000000178e+01,1.252793270120250174e-05,5.692827356130109138e+02,3.415696413678065255e+02
5.709424520433694994e+01,1.999999908014873580e-09,1.000000000000000178e+01,1.256511034750058772e-05,5.709424520433695989e+02,3.425654712260217138e+02
5.726021684737281703e+01,1.999999908014033165e-09,1.000000000000000178e+01,1.260228799379867709e-05,5.726021684737282840e+02,3.435613010842369022e+02
5.742618849040867701e+01,1.999999908013169175e-09,1.000000000000000178e+01,1.263946564009676986e-05,5.742618849040868554e+02,3.445571309424520905e+02
5.759216013344454410e+01,1.999999908012281610e-09,1.000000000000000178e+01,1.267664328639486431e-05,5.759216013344455405e+02,3.455529608006672788e+02
5.775813177648040408e+01,1.999999908011370884e-09,1.000000000000000178e+01,1.271382093269296046e-05,5.775813177648041119e+02,3.465487906588824103e+02
5.792410341951627117e+01,1.999999908010436583e-09,1.000000000000000178e+01,1.275099857899106169e-05,5.792410341951627970e+02,3.475446205170975986e+02
5.809007506255213116e+01,1.999999908009479122e-09,1.000000000000000178e+01,1.278817622528916292e-05,5.809007506255213684e+02,3.485404503753127869e+02
5.825604670558799114e+01,1.999999908008498086e-09,1.000000000000000178e+01,1.282535387158726754e-05,5.825604670558799398e+02,3.495362802335279184e+02
5.842201834862385823e+01,1.999999908007493475e-09,1.000000000000000178e+01,1.286253151788537555e-05,5.842201834862386249e+02,3.505321100917431636e+02
5.858798999165971821e+01,1.999999908006465703e-09,1.000000000000000178e+01,1.289970916418348526e-05,5.858798999165971964e+02,3.515279399499582951e+02
5.875396163469558530e+01,1.999999908005414356e-09,1.000000000000000178e+01,1.293688681048159835e-05,5.875396163469558815e+02,3.525237698081734834e+02
5.891993327773144529e+01,1.999999908004339435e-09,1.000000000000000178e+01,1.297406445677971313e-05,5.891993327773145666e+02,3.535195996663886717e+02
5.908590492076731238e+01,1.999999908003241766e-09,1.000000000000000178e+01,1.301124210307783300e-05,5.908590492076731380e+02,3.545154295246038600e+02
5.925187656380317236e+01,1.999999908002120110e-09,1.000000000000000178e+01,1.304841974937595286e-05,5.925187656380318231e+02,3.555112593828190484e+02
5.941784820683903945e+01,1.999999908001393018e-09,1.000000000000000178e+01,1.308559739567403038e-05,5.941784820683903945e+02,3.565070892410342367e+02
5.958381984987489943e+01,1.999999908001330152e-09,1.000000000000000178e+01,1.312277504197203166e-05,5.958381984987490796e+02,3.575029190992493682e+02
5.974979149291076652e+01,1.999999908001268113e-09,1.000000000000000178e+01,1.315995268827003464e-05,5.974979149291077647e+02,3.584987489574646133e+02
5.991576313594662651e+01,1.999999908001206489e-09,1.000000000000000178e+01,1.319713033456803592e-05,5.991576313594663361e+02,3.594945788156797448e+02
6.008173477898248649e+01,1.999999908001145277e-09,1.000000000000000178e+01,1.323430798086603720e-05,6.008173477898249075e+02,3.604904086738948763e+02
6.024770642201835358e+01,1.999999908001084893e-09,1.000000000000000178e+01,1.327148562716404018e-05,6.024770642201835926e+02,3.614862385321101215e+02
6.041367806505421356e+01,1.999999908001024922e-09,1.000000000000000178e+01,1.330866327346204146e-05,6.041367806505421640e+02,3.624820683903252529e+02
6.057964970809008065e+01,1.999999908000965365e-09,1.000000000000000178e+01,1.334584091976004443e-05,6.057964970809008491e+02,3.634778982485404413e+02
6.074562135112594063e+01,1.999999908000906222e-09,1.000000000000000178e+01,1.338301856605804402e-05,6.074562135112594206e+02,3.644737281067556296e+02
6.091159299416180772e+01,1.999999908000847906e-09,1.000000000000000178e+01,1.342019621235604869e-05,6.091159299416181057e+02,3.654695579649708179e+02
6.107756463719766771e+01,1.999999908000790003e-09,1.000000000000000178e+01,1.345737385865404828e-05,6.107756463719767908e+02,3.664653878231860062e+02
6.124353628023353480e+01,1.999999908000732928e-09,1.000000000000000178e+01,1.349455150495205126e-05,6.124353628023354759e+02,3.674612176814011946e+02
6.140950792326939478e+01,1.999999908000675852e-09,1.000000000000000178e+01,1.353172915125005254e-05,6.140950792326940473e+02,3.684570475396163829e+02
6.157547956630526187e+01,1.999999908000620017e-09,1.000000000000000178e+01,1.356890679754805382e-05,6.157547956630526187e+02,3.694528773978315712e+02
6.174145120934112185e+01,1.999999908000564183e-09,1.000000000000000178e+01,1.360608444384605510e-05,6.174145120934113038e+02,3.704487072560467027e+02
6.190742285237698184e+01,1.999999908000509175e-09,1.000000000000000178e+01,1.364326209014405469e-05,6.190742285237698752e+02,3.714445371142618910e+02
6.207339449541284893e+01,1.999999908000454168e-09,1.000000000000000178e+01,1.368043973644205767e-05,6.207339449541285603e+02,3.724403669724770793e+02
6.223936613844870891e+01,1.999999908000400401e-09,1.000000000000000178e+01,1.371761738274005726e-05,6.223936613844871317e+02,3.734361968306922108e+02
6.240533778148457600e+01,1.999999908000346634e-09,1.000000000000000178e+01,1.375479502903806023e-05,6.240533778148458168e+02,3.744320266889074560e+02
6.257130942452043598e+01,1.999999908000293695e-09,1.000000000000000178e+01,1.379197267533605982e-05,6.257130942452043882e+02,3.754278565471225875e+02
6.273728106755630307e+01,1.999999908000241169e-09,1.000000000000000178e+01,1.382915032163406280e-05,6.273728106755630733e+02,3.764236864053377758e+02
6.290325271059216306e+01,1.999999908000189470e-09,1.000000000000000178e+01,1.386632796793206238e-05,6.290325271059216448e+02,3.774195162635529641e+02
6.306922435362803014e+01,1.999999908000138185e-09,1.000000000000000178e+01,1.390350561423006367e-05,6.306922435362803299e+02,3.784153461217681524e+02
6.323519599666389013e+01,1.999999908000087313e-09,1.000000000000000178e+01,1.394068326052806325e-05,6.323519599666390150e+02,3.794111759799833408e+02
6.340116763969975722e+01,1.999999908000036855e-09,1.000000000000000178e+01,1.397786090682606454e-05,6.340116763969975864e+02,3.804070058381985291e+02
6.356713928273561720e+01,1.999999907999987224e-09,1.000000000000000178e+01,1.401503855312406582e-05,6.356713928273562715e+02,3.814028356964137174e+02
6.373311092577148429e+01,1.999999907999938007e-09,1.000000000000000178e+01,1.405221619942206710e-05,6.373311092577148429e+02,3.823986655546289057e+02
6.389908256880734427e+01,1.999999907999889203e-09,1.000000000000000178e+01,1.408939384572006669e-05,6.389908256880735280e+02,3.833944954128440372e+02
6.406505421184320426e+01,1.999999907999841227e-09,1.000000000000000178e+01,1.412657149201806628e-05,6.406505421184320994e+02,3.843903252710592255e+02
6.423102585487906424e+01,1.999999907999793664e-09,1.000000000000000178e+01,1.416374913831606586e-05,6.423102585487906708e+02,3.853861551292743570e+02
6.439699749791493844e+01,1.999999907999746515e-09,1.000000000000000178e+01,1.420092678461406884e-05,6.439699749791494696e+02,3.863819849874896022e+02
6.456296914095079842e+01,1.999999907999700193e-09,1.000000000000000178e+01,1.423810443091206843e-05,6.456296914095080410e+02,3.873778148457047905e+02
6.472894078398665840e+01,1.999999907999654284e-09,1.000000000000000178e+01,1.427528207721006802e-05,6.472894078398666124e+02,3.883736447039199220e+02
6.489491242702251839e+01,1.999999907999608789e-09,1.000000000000000178e+01,1.431245972350806760e-05,6.489491242702251839e+02,3.893694745621351103e+02
6.506088407005839258e+01,1.999999907999564121e-09,1.000000000000000178e+01,1.434963736980607058e-05,6.506088407005839827e+02,3.903653044203503555e+02
6.522685571309425256e+01,1.999999907999519454e-09,1.000000000000000178e+01,1.438681501610406847e-05,6.522685571309425541e+02,3.913611342785654870e+02
6.539282735613011255e+01,1.999999907999476027e-09,1.000000000000000178e+01,1.442399266240206976e-05,6.539282735613012392e+02,3.923569641367806753e+02
6.555879899916597253e+01,1.999999907999432600e-09,1.000000000000000178e+01,1.446117030870006765e-05,6.555879899916598106e+02,3.933527939949958068e+02
6.572477064220183252e+01,1.999999907999390000e-09,1.000000000000000178e+01,1.449834795499806724e-05,6.572477064220183820e+02,3.943486238532109951e+02
6.589074228523770671e+01,1.999999907999347814e-09,1.000000000000000178e+01,1.453552560129607021e-05,6.589074228523770671e+02,3.953444537114262403e+02
6.605671392827356669e+01,1.999999907999306041e-09,1.000000000000000178e+01,1.457270324759406811e-05,6.605671392827357522e+02,3.963402835696413717e+02
6.622268557130942668e+01,1.999999907999265096e-09,1.000000000000000178e+01,1.460988089389206769e-05,6.622268557130943236e+02,3.973361134278565601e+02
6.638865721434528666e+01,1.999999907999224564e-09,1.000000000000000178e+01,1.464705854019006728e-05,6.638865721434528950e+02,3.983319432860716915e+02
6.655462885738116086e+01,1.999999907999184446e-09,1.000000000000000178e+01,1.468423618648806856e-05,6.655462885738116938e+02,3.993277731442869367e+02
6.672060050041702084e+01,1.999999907999145154e-09,1.000000000000000178e+01,1.472141383278606646e-05,6.672060050041702652e+02,4.003236030025021250e+02
6.688657214345288082e+01,1.999999907999106277e-09,1.000000000000000178e+01,1.475859147908406605e-05,6.688657214345288367e+02,4.013194328607172565e+02
6.705254378648874081e+01,1.999999907999067813e-09,1.000000000000000178e+01,1.479576912538206563e-05,6.705254378648874081e+02,4.023152627189324448e+02
6.721851542952461500e+01,1.999999907999029763e-09,1.000000000000000178e+01,1.483294677168006692e-05,6.721851542952462069e+02,4.033110925771476900e+02
6.738448707256047499e+01,1.999999907998992540e-09,1.000000000000000178e+01,1.487012441797806481e-05,6.738448707256047783e+02,4.043069224353628215e+02
6.755045871559633497e+01,1.999999907998955730e-09,1.000000000000000178e+01,1.490730206427606440e-05,6.755045871559634634e+02,4.053027522935780098e+02
6.771643035863219495e+01,1.999999907998919748e-09,1.000000000000000178e+01,1.494447971057406229e-05,6.771643035863220348e+02,4.062985821517931413e+02
6.788240200166805494e+01,1.999999907998884179e-09,1.000000000000000178e+01,1.498165735687206019e-05,6.788240200166806062e+02,4.072944120100083296e+02
6.804837364470392913e+01,1.999999907998849024e-09,1.000000000000000178e+01,1.501883500317006147e-05,6.804837364470392913e+02,4.082902418682235748e+02
6.821434528773978911e+01,1.999999907998814282e-09,1.000000000000000178e+01,1.505601264946806106e-05,6.821434528773979764e+02,4.092860717264387063e+02
6.838031693077564910e+01,1.999999907998780368e-09,1.000000000000000178e+01,1.509319029576605895e-05,6.838031693077565478e+02,4.102819015846538946e+02
6.854628857381150908e+01,1.999999907998746867e-09,1.000000000000000178e+01,1.513036794206405684e-05,6.854628857381151192e+02,4.112777314428690261e+02
6.871226021684738328e+01,1.999999907998713780e-09,1.000000000000000178e+01,1.516754558836205813e-05,6.871226021684739180e+02,4.122735613010842712e+02
6.887823185988324326e+01,1.999999907998681520e-09,1.000000000000000178e+01,1.520472323466005602e-05,6.887823185988324894e+02,4.132693911592994596e+02
6.904420350291910324e+01,1.999999907998649673e-09,1.000000000000000178e+01,1.524190088095805391e-05,6.904420350291910609e+02,4.142652210175145910e+02
6.921017514595496323e+01,1.999999907998618240e-09,1.000000000000000178e+01,1.527907852725605181e-05,6.921017514595496323e+02,4.152610508757297794e+02
6.937614678899083742e+01,1.999999907998587221e-09,1.000000000000000178e+01,1.531625617355405309e-05,6.937614678899084311e+02,4.162568807339450245e+02
6.954211843202669741e+01,1.999999907998557029e-09,1.000000000000000178e+01,1.535343381985205098e-05,6.954211843202670025e+02,4.172527105921601560e+02
6.970809007506255739e+01,1.999999907998527251e-09,1.000000000000000178e+01,1.539061146615004888e-05,6.970809007506256876e+02,4.182485404503753443e+02
6.987406171809841737e+01,1.999999907998498299e-09,1.000000000000000178e+01,1.542778911244804677e-05,6.987406171809842590e+02,4.192443703085904758e+02
7.004003336113427736e+01,1.999999907998469761e-09,1.000000000000000178e+01,1.546496675874604467e-05,7.004003336113428304e+02,4.202402001668056641e+02
7.020600500417015155e+01,1.999999907998441637e-09,1.000000000000000178e+01,1.550214440504404256e-05,7.020600500417015155e+02,4.212360300250209093e+02
7.037197664720601153e+01,1.999999907998413927e-09,1.000000000000000178e+01,1.553932205134204045e-05,7.037197664720602006e+02,4.222318598832360408e+02
7.053794829024187152e+01,1.999999907998387043e-09,1.000000000000000178e+01,1.557649969764003835e-05,7.053794829024187720e+02,4.232276897414512291e+02
7.070391993327773150e+01,1.999999907998360574e-09,1.000000000000000178e+01,1.561367734393803624e-05,7.070391993327773434e+02,4.242235195996663606e+02
7.086989157631360570e+01,1.999999907998334517e-09,1.000000000000000178e+01,1.565085499023603752e-05,7.086989157631361422e+02,4.252193494578816058e+02
7.103586321934946568e+01,1.999999907998309288e-09,1.000000000000000178e+01,1.568803263653403542e-05,7.103586321934947136e+02,4.262151793160967941e+02
7.120183486238532566e+01,1.999999907998284473e-09,1.000000000000000178e+01,1.572521028283202992e-05,7.120183486238532851e+02,4.272110091743119256e+02
7.136780650542118565e+01,1.999999907998260071e-09,1.000000000000000178e+01,1.576238792913002782e-05,7.136780650542118565e+02,4.282068390325271139e+02
7.153377814845704563e+01,1.999999907998236497e-09,1.000000000000000178e+01,1.579956557542802571e-05,7.153377814845705416e+02,4.292026688907422454e+02
7.169974979149291983e+01,1.999999907998212922e-09,1.000000000000000178e+01,1.583674322172602699e-05,7.169974979149292267e+02,4.301984987489574905e+02
7.186572143452877981e+01,1.999999907998190588e-09,1.000000000000000178e+01,1.587392086802402150e-05,7.186572143452879118e+02,4.311943286071726789e+02
7.203169307756463979e+01,1.999999907998168254e-09,1.000000000000000178e+01,1.591109851432201939e-05,7.203169307756464832e+02,4.321901584653878103e+02
7.219766472060049978e+01,1.999999907998146747e-09,1.000000000000000178e+01,1.594827616062001729e-05,7.219766472060050546e+02,4.331859883236029987e+02
7.236363636363637397e+01,1.999999907998125654e-09,1.000000000000000178e+01,1.598545380691801518e-05,7.236363636363637397e+02,4.341818181818182438e+02
7.252960800667223396e+01,1.999999907998104975e-09,1.000000000000000178e+01,1.602263145321601307e-05,7.252960800667224248e+02,4.351776480400333753e+02
7.269557964970809394e+01,1.999999907998085122e-09,1.000000000000000178e+01,1.605980909951400758e-05,7.269557964970809962e+02,4.361734778982485636e+02
7.286155129274395392e+01,1.999999907998065684e-09,1.000000000000000178e+01,1.609698674581200547e-05,7.286155129274395676e+02,4.371693077564636951e+02
7.302752293577982812e+01,1.999999907998046659e-09,1.000000000000000178e+01,1.613416439211000676e-05,7.302752293577983664e+02,4.381651376146789971e+02
7.319349457881568810e+01,1.999999907998028461e-09,1.000000000000000178e+01,1.617134203840800126e-05,7.319349457881569379e+02,4.391609674728941286e+02
7.335946622185154808e+01,1.999999907998010676e-09,1.000000000000000178e+01,1.620851968470599916e-05,7.335946622185155093e+02,4.401567973311092601e+02
7.352543786488740807e+01,1.999999907997993305e-09,1.000000000000000178e+01,1.624569733100399366e-05,7.352543786488740807e+02,4.411526271893244484e+02
7.369140950792326805e+01,1.999999907997976762e-09,1.000000000000000178e+01,1.628287497730199155e-05,7.369140950792327658e+02,4.421484570475395799e+02
7.385738115095914225e+01,1.999999907997960632e-09,1.000000000000000178e+01,1.632005262359998945e-05,7.385738115095914509e+02,4.431442869057548251e+02
7.402335279399500223e+01,1.999999907997944915e-09,1.000000000000000178e+01,1.635723026989798734e-05,7.402335279399501360e+02,4.441401167639700134e+02
7.418932443703086221e+01,1.999999907997929613e-09,1.000000000000000178e+01,1.639440791619598185e-05,7.418932443703087074e+02,4.451359466221851449e+02
7.435529608006672220e+01,1.999999907997915137e-09,1.000000000000000178e+01,1.643158556249397974e-05,7.435529608006672788e+02,4.461317764804003332e+02
7.452126772310259639e+01,1.999999907997928785e-09,1.000000000000000178e+01,1.646876320879197425e-05,7.452126772310259639e+02,4.471276063386156352e+02
7.468723936613845638e+01,1.999999907997948224e-09,1.000000000000000178e+01,1.650594085508996537e-05,7.468723936613846490e+02,4.481234361968307667e+02
7.485321100917431636e+01,1.999999907997968076e-09,1.000000000000000178e+01,1.654311850138795987e-05,7.485321100917432204e+02,4.491192660550459550e+02
7.501918265221017634e+01,1.999999907997987929e-09,1.000000000000000178e+01,1.658029614768595099e-05,7.501918265221017919e+02,4.501150959132610865e+02
7.518515429524605054e+01,1.999999907998007781e-09,1.000000000000000178e+01,1.661747379398394549e-05,7.518515429524605906e+02,4.511109257714763316e+02
7.535112593828191052e+01,1.999999907998027220e-09,1.000000000000000178e+01,1.665465144028194000e-05,7.535112593828191621e+02,4.521067556296915200e+02
7.551709758131777050e+01,1.999999907998047072e-09,1.000000000000000178e+01,1.669182908657993112e-05,7.551709758131777335e+02,4.531025854879066515e+02
7.568306922435363049e+01,1.999999907998066925e-09,1.000000000000000178e+01,1.672900673287792224e-05,7.568306922435363049e+02,4.540984153461218398e+02
7.584904086738949047e+01,1.999999907998086777e-09,1.000000000000000178e+01,1.676618437917591335e-05,7.584904086738949900e+02,4.550942452043369713e+02
7.601501251042536467e+01,1.999999907998106216e-09,1.000000000000000178e+01,1.680336202547391125e-05,7.601501251042536751e+02,4.560900750625522733e+02
7.618098415346122465e+01,1.999999907998126068e-09,1.000000000000000178e+01,1.684053967177190237e-05,7.618098415346123602e+02,4.570859049207674047e+02
7.634695579649708463e+01,1.999999907998145920e-09,1.000000000000000178e+01,1.687771731806989348e-05,7.634695579649709316e+02,4.580817347789825362e+02
7.651292743953294462e+01,1.999999907998165773e-09,1.000000000000000178e+01,1.691489496436788799e-05,7.651292743953295030e+02,4.590775646371977246e+02
7.667889908256881881e+01,1.999999907998185211e-09,1.000000000000000178e+01,1.695207261066588249e-05,7.667889908256881881e+02,4.600733944954129697e+02
7.684487072560467880e+01,1.999999907998205064e-09,1.000000000000000178e+01,1.698925025696387361e-05,7.684487072560468732e+02,4.610692243536281012e+02
7.701084236864053878e+01,1.999999907998224916e-09,1.000000000000000178e+01,1.702642790326186473e-05,7.701084236864054446e+02,4.620650542118432895e+02
7.717681401167639876e+01,1.999999907998244768e-09,1.000000000000000178e+01,1.706360554955985924e-05,7.717681401167640161e+02,4.630608840700584210e+02
7.734278565471225875e+01,1.999999907998264207e-09,1.000000000000000178e+01,1.710078319585785035e-05,7.734278565471225875e+02,4.640567139282736093e+02
7.750875729774813294e+01,1.999999907998284059e-09,1.000000000000000178e+01,1.713796084215584486e-05,7.750875729774813863e+02,4.650525437864888545e+02
7.767472894078399293e+01,1.999999907998303912e-09,1.000000000000000178e+01,1.717513848845383936e-05,7.767472894078399577e+02,4.660483736447039860e+02
7.784070058381985291e+01,1.999999907998323764e-09,1.000000000000000178e+01,1.721231613475183048e-05,7.784070058381985291e+02,4.670442035029191743e+02
7.800667222685571289e+01,1.999999907998343203e-09,1.000000000000000178e+01,1.724949378104982160e-05,7.800667222685572142e+02,4.680400333611343058e+02
7.817264386989158709e+01,1.999999907998363055e-09,1.000000000000000178e+01,1.728667142734781949e-05,7.817264386989158993e+02,4.690358632193495509e+02
7.833861551292744707e+01,1.999999907998382908e-09,1.000000000000000178e+01,1.732384907364581061e-05,7.833861551292745844e+02,4.700316930775647393e+02
7.850458715596330705e+01,1.999999907998402760e-09,1.000000000000000178e+01,1.736102671994380173e-05,7.850458715596331558e+02,4.710275229357798707e+02
7.867055879899916704e+01,1.999999907998422199e-09,1.000000000000000178e+01,1.739820436624179285e-05,7.867055879899917272e+02,4.720233527939950591e+02
7.883653044203504123e+01,1.999999907998442051e-09,1.000000000000000178e+01,1.743538201253979074e-05,7.883653044203504123e+02,4.730191826522103042e+02
7.900250208507090122e+01,1.999999907998461903e-09,1.000000000000000178e+01,1.747255965883778186e-05,7.900250208507090974e+02,4.740150125104254357e+02
7.916847372810676120e+01,1.999999907998481756e-09,1.000000000000000178e+01,1.750973730513577298e-05,7.916847372810676688e+02,4.750108423686406240e+02
7.933444537114262118e+01,1.999999907998501194e-09,1.000000000000000178e+01,1.754691495143376748e-05,7.933444537114262403e+02,4.760066722268557555e+02
7.950041701417848117e+01,1.999999907998521047e-09,1.000000000000000178e+01,1.758409259773175860e-05,7.950041701417849254e+02,4.770025020850709438e+02
7.966638865721435536e+01,1.999999907998540899e-09,1.000000000000000178e+01,1.762127024402975310e-05,7.966638865721436105e+02,4.779983319432861890e+02
7.983236030025021535e+01,1.999999907998560751e-09,1.000000000000000000e+01,1.765844789032774422e-05,7.983236030025021819e+02,4.789941618015013773e+02
7.999833194328607533e+01,1.999999907998580190e-09,1.000000000000000178e+01,1.769562553662573873e-05,7.999833194328608670e+02,4.799899916597165088e+02
8.016430358632193531e+01,1.999999907998600042e-09,1.000000000000000178e+01,1.773280318292372985e-05,8.016430358632194384e+02,4.809858215179316403e+02
8.033027522935780951e+01,1.999999907998619895e-09,1.000000000000000178e+01,1.776998082922172435e-05,8.033027522935781235e+02,4.819816513761468855e+02
8.049624687239366949e+01,1.999999907998639747e-09,1.000000000000000178e+01,1.780715847551971886e-05,8.049624687239368086e+02,4.829774812343620738e+02
8.066221851542952948e+01,1.999999907998659186e-09,1.000000000000000178e+01,1.784433612181770998e-05,8.066221851542953800e+02,4.839733110925772053e+02
8.082819015846538946e+01,1.999999907998679038e-09,1.000000000000000178e+01,1.788151376811570109e-05,8.082819015846539514e+02,4.849691409507923936e+02
8.099416180150126365e+01,1.999999907998698891e-09,1.000000000000000178e+01,1.791869141441369560e-05,8.099416180150126365e+02,4.859649708090076388e+02
8.116013344453712364e+01,1.999999907998718743e-09,1.000000000000000178e+01,1.795586906071169010e-05,8.116013344453713216e+02,4.869608006672227702e+02
8.132610508757298362e+01,1.999999907998738182e-09,1.000000000000000178e+01,1.799304670700968122e-05,8.132610508757298931e+02,4.879566305254379586e+02
8.149207673060884360e+01,1.999999907998758034e-09,1.000000000000000178e+01,1.803022435330767234e-05,8.149207673060884645e+02,4.889524603836530900e+02
8.165804837364470359e+01,1.999999907998777886e-09,1.000000000000000178e+01,1.806740199960566685e-05,8.165804837364471496e+02,4.899482902418682784e+02
8.182402001668057778e+01,1.999999907998797739e-09,1.000000000000000178e+01,1.810457964590366135e-05,8.182402001668058347e+02,4.909441201000835235e+02
