t,node1_u,node1_w,node1_x,node1_c1,node1_c2,node1_z,node1_h,node2_u,node2_w,node2_x,node2_c1,node2_c2,node2_z,node2_h
0.05,0.9781332926078836,0.9816467835737329,0.006243201665576098,0.003513490965852009,0.0013355170496693262,0.0005791389077505692,1.1064757441910536e-05,0.9786489928365344,0.981049148729523,0.003648420944679273,0.0024001558928544255,0.001996816815352519,0.002074861387557313,2.7709047294156184e-06
0.055,0.9779967061287822,0.981527937869088,0.006066393005273114,0.0035312317403098283,0.0014087900206615237,0.0006563531588312483,1.1725286514391016e-05,0.9786260156085772,0.9810997567304255,0.003921096465057832,0.002473741121707588,0.001859057998227491,0.0020257694155273813,3.3251156488119227e-06
0.06,0.9778780266915695,0.9814160074617246,0.005924820266462772,0.0035379807701612477,0.0014693220639065369,0.0007306881108369429,1.234848417231594e-05,0.9785849012121601,0.9811301704535599,0.0041617313465807495,0.0025452692412555955,0.0017536457069254792,0.001971403895241549,3.907086471425816e-06
0.065,0.9777729257590977,0.9813105228175717,0.005813167731403751,0.003537597058484528,0.0015188413967093888,0.0008013760096947869,1.2940262757912806e-05,0.9785287227193541,0.9811437031912805,0.004372947867592985,0.0026149804717809826,0.0016741964050180761,0.0019150634927031535,4.51135714663534e-06
0.07,0.9776779462986379,0.9812108780407071,0.00572689018130279,0.003532931742083102,0.001559010842186645,0.0008679018126787632,1.3505626548226098e-05,0.9784602403682096,0.9811430545734934,0.004557618941135585,0.0026828142051429156,0.0016155749572186369,0.0018591301110807976,5.133044232227473e-06
0.075,0.9775903350350785,0.9811164059884803,0.005662091328150138,0.0035260709534174766,0.0015913695508697583,0.0009299631967636207,1.4048802938299479e-05,0.9783818731407554,0.9811304474109203,0.004718670916246788,0.00274857427003027,0.0015736319695958635,0.0018052790939919274,5.767844115917269e-06
0.08,0.977507908231123,0.9810264281627503,0.0056154275069624626,0.0035185199316486115,0.0016173031087613374,0.0009874315474786004,1.4573354106011627e-05,0.9782956986904003,0.9811077278750711,0.004858954267372105,0.0028120291845539925,0.0015450038494075307,0.0017546436148563004,6.412012669716873e-06
0.085,0.9774289434356844,0.9809402867779207,0.0055840295111791996,0.0035113433422619797,0.0016380324492909213,0.0010403158875132415,1.5082272891904536e-05,0.9782034706084574,0.9810764398992109,0.004981162575024563,0.0028729692906566983,0.0015269586273291538,0.0017079436141235864,7.062330316121362e-06
0.09,0.9773520918021186,0.980857364334243,0.005565437935196284,0.0035052725321537727,0.001654614788324862,0.001088730814947143,1.557806536896081e-05,0.9781066453628794,0.9810378812324491,0.005087785500805968,0.0029312358694927668,0.0015172757870757464,0.0016655869188905534,7.716059076098351e-06
0.095,0.977276306637103,0.9807770945155098,0.005557548588520088,0.003500787878438532,0.0016679519663273933,0.001132868795043322,1.6062822307404213e-05,0.9780064139401541,0.9809931464873012,0.005181085465933056,0.0029867325470881675,0.0015141513401858919,0.0016277486255990834,8.370895870670726e-06
0.1,0.9772007850334936,0.9806989671521756,0.0055585657749151135,0.0034981821187185834,0.0016788029801223052,0.0011729768112844147,1.653828104909598e-05,0.9779037348327503,0.9809431607910913,0.005263090541792914,0.0030394259583201035,0.0015161220666952788,0.001594433280080986,9.024925149770298e-06
0.105,0.9771249200437484,0.9806225291916447,0.005566961776941374,0.003497609147936443,0.001687798581803182,0.0012093371138146396,1.7005879159928303e-05,0.9777993663311007,0.9808887066272665,0.00533559822760695,0.0030893402961783153,0.0015220043685382123,0.0015655234631390697,9.67657273208609e-06
0.11,0.9770482615240742,0.9805473830914261,0.005581441536479943,0.0034991215673936885,0.0016954564653479155,0.001242251698287768,1.746680079691385e-05,0.9776938967796822,0.9808304455838714,0.005400186153059716,0.0031365488042258516,0.0015308445789524116,0.0015408175311333997,1.0324562245388244e-05
0.115,0.9769704840214984,0.9804731835965783,0.0056009116134682155,0.0035026995751228753,0.0017021961786197676,0.0012720300605519848,1.792201680738497e-05,0.977587772191079,0.9807689363111974,0.005458227041644196,0.0031811641201805346,0.001541878195458729,0.0015200587709041015,1.0967874760317235e-05
